Col1,Col2,Col3,Col4,Col5,Col6,Col7,ClassificationLabel
Word151 Word152 Word22 Word13 Word7,H50214,"24,800.00",Word779 Word258 Word295,4/30/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word12 Word13 Word7,11012,"22,950.00",Word777 Word865 Word883 Word808,3/1/2018,Word560 Word561 Word107,Doc1,Category_1
Word16 Word17 Word18 Word7,1960,117,Word564 Word9 Word26,12/1/2017,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word153 Word154 Word109 Word155 Word31,040218OKGPKHONVMJSMPH,"11,846.58",Word927,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word30 Word31,646970,42,Word826 Word780,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80X+11,490.2,Word928 Word784 Word929,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word156 Word157 Word7,1574576,502.68,Word930 Word771 Word931 Word932,12/1/2017,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word158 Word159,VJSARTW032318,196.57,Word613 Word781 Word933,5/31/2018,Word571 Word52 Word594 Word628,NoDoc,Category_1
Word83 Word84 Word44 Word7,21418-3-1,"2,017.31",Word850 Word853,6/30/2018,Word563 Word366 Word562,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,19287,379.54,Word633 Word575,10/31/2018,Word563 Word575,NoDoc,Category_2
Word160 Word161 Word61 Word45 Word39,1244-4,325,Word934 Word784 Word935,12/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word90 Word91 Word92 Word7,110138,"14,994.00",Word936 Word937 Word938 Word939,4/30/2018,Word567 Word582 Word580 Word202 Word545,Doc1,Category_1
Word33 Word34 Word35 Word7,108644-1319,"8,023.20",Word562 Word895 Word940,10/31/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word30 Word31,639452,231,Word797 Word190,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word96 Word3 Word4 Word5,86102,450,Word123 Word190,7/31/2018,Word563 Word132 Word610,NoDoc,Category_1
Word16 Word17 Word18 Word7,PH1378,810,Word941,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,4715,"1,080.00",Word909 Word784 Word785,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,RU1823,"1,260.00",Word338 Word942 Word784 Word779 Word99,11/30/2018,Word52 Word330 Word566,NoDoc,Category_1
Word162 Word7,MHVY11GXD18,"6,183.00",Word582 Word943,4/30/2018,Word567 Word582 Word107,Doc1,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,64775,52.52,Word944 Word945,12/1/2017,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word33 Word34 Word35 Word7,108644-757,"10,707.28",Word946,4/1/2018,Word560 Word561 Word366 Word562,Doc1,Category_1
Word163 Word3 Word4 Word5 Word52 Word164 Word165 Word163 Word3 Word4,12389714559,"83,100.00",Word214 Word794 Word99 Word947,5/31/2018,Word567 Word582 Word41 Word319,Doc1,Category_1
Word16 Word17 Word18 Word7,AD102,"1,260.00",Word785 Word948 Word764 Word26,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word106 Word107 Word7,84875-1,"1,025.42",Word949 Word791,9/30/2018,Word563 Word366 Word562,NoDoc,Category_1
Word16 Word17 Word18 Word7,TU666,"1,260.00",Word785 Word330 Word99 Word764 Word780,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,JD1441,720,Word885 Word784,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word42 Word43 Word5,8119,885,Word876 Word950,6/30/2018,Word576 Word366 Word562,Doc3,Category_1
Word16 Word17 Word18 Word7,2769,607.2,,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word144 Word145 Word146 Word147 Word7,126515,"1,596.00",Word951 Word952 Word953,6/30/2018,Word563 Word366 Word562,NoDoc,Category_2
Word48 Word3 Word4 Word5,FV20180214,"1,230.00",Word954 Word454 Word877,6/30/2018,Word563 Word132 Word610,NoDoc,Category_1
Word16 Word17 Word18 Word7,2727,608.4,Word955 Word784 Word785,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word166 Word5,1624,"3,272.50",Word956 Word894 Word123 Word809,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,2362,108,,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word156 Word157 Word7,1719764GZKO,34.64,Word957 Word319,10/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word30 Word31,657546,"2,118.00",Word935 Word26,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word116 Word117 Word118 Word119 Word7,141536,576,Word51 Word794,7/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word16 Word17 Word18 Word7,1819,432,Word924 Word784 Word785,12/1/2017,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,DB1461,"1,260.00",Word779 Word99 Word26,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word167 Word168 Word169,NWJCSO062718,"103,200.00",Word677 Word539 Word700 Word376 Word958,7/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word16 Word17 Word18 Word7,6628,961.2,Word959 Word784 Word785,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,5228,"1,924.80",Word942 Word784 Word785,4/30/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word16 Word17 Word18 Word7,PI1512,"5,040.00",Word785 Word898 Word9,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word54 Word3 Word4,NWQ49440,572,,1/1/2018,Word563 Word629 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word18 Word7,5225,320.4,Word783 Word784 Word785,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word156 Word157 Word7,1573512,"1,085.94",Word633 Word575,12/1/2017,Word563 Word575,NoDoc,Category_2
Word162 Word7,PGG25JAC18,"14,000.00",Word582 Word943,2/1/2018,Word567 Word582 Word107,Doc1,Category_1
Word42 Word43 Word5,8493,"1,305.00",Word562,10/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word18 Word7,IT794,810,Word800 Word799 Word816 Word960,8/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,13450,500.6,Word575,4/1/2018,Word563 Word575,NoDoc,Category_2
Word16 Word17 Word18 Word7,4690,810,Word961 Word132 Word962 Word9 Word201,5/31/2018,Word563 Word132 Word610,NoDoc,Category_1
Word16 Word17 Word18 Word7,2802,421.2,Word959 Word784 Word785,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word6 Word7,10303,"1,312.50",Word711 Word773 Word774,2/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word33 Word34 Word35 Word7,108644-1085,"11,988.68",Word562,7/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word16 Word17 Word3 Word7,71928,216,Word797 Word190 Word798 Word963,10/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word3 Word7,70998,480,Word848 Word849 Word964,7/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word16 Word17 Word18 Word7,KE1295,"2,520.00",Word61,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,KC112,"12,600.00",Word190 Word965,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80N+11,357.5,Word61,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word44 Word45 Word46,201811-00046,"8,799,523.59",Word807 Word808 Word46,12/31/2018,Word185 Word630 Word450 Word631,NoDoc,Category_1
Word16 Word17 Word18 Word7,3991,"1,080.00",Word794 Word966,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word33 Word34 Word35 Word7,108644-513,"4,690.00",Word193 Word506 Word967 Word808 Word967 Word882,1/1/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word6 Word7,10825,"2,730.00",Word968 Word190 Word305 Word306,10/31/2018,Word576 Word632 Word9 Word23 Word179,Doc3,Category_1
Word110 Word22 Word4 Word5,OY51-25162,"1,109.50",Word797 Word190,6/30/2018,Word52 Word330 Word566,NoDoc,Category_2
Word8 Word170 Word10 Word5,490-7948-013,930,Word9 Word878 Word642,7/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word42 Word43 Word5,8229,"1,510.00",Word562,7/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word18 Word7,QK1497,"1,260.00",Word885 Word784,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word38 Word4 Word39,41522388,"3,605.00",Word121 Word836,9/30/2018,Word563 Word121 Word579,NoDoc,Category_1
Word171 Word172 Word173 Word174 Word7,UE135221,"1,400.00",Word743 Word969 Word13,12/31/2018,Word563 Word174,NoDoc,Category_1
Word33 Word34 Word35 Word7,108644-1235,"7,146.72",Word562,9/30/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80Q+11,720,Word826 Word785,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word74 Word75 Word44 Word5,OPZ00128,"-269,111.58",Word840 Word841 Word842 Word843,3/1/2018,Word588 Word633 Word601 Word634,NoDoc,Category_1
Word175 Word176 Word5,Q-1368,"20,300.00",Word278 Word970 Word694 Word45 Word694 Word971,10/31/2018,Word567 Word582 Word583 Word584 Word585 Word586,Doc1,Category_1
Word30 Word31,671361,260,Word330 Word99 Word26,8/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,1943,280.8,Word885 Word784 Word785,1/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word24 Word22 Word4 Word5,22242,"2,866.00",Word562 Word26,5/31/2018,Word567 Word569 Word570,Doc1,Category_1
Word16 Word17 Word18 Word7,2357,"1,053.00",Word972 Word784 Word785,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word42 Word43 Word5,8325,"2,520.00",Word900 Word805 Word806,8/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word160 Word161 Word61 Word45 Word39,850-6,585,Word826 Word780,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word80 Word3 Word4,D134743,"19,654.00",Word592 Word562,8/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,65628,317,Word973 Word650 Word974 Word84,2/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word177 Word178 Word147 Word7,191WYY,"12,944.00",Word802 Word706 Word191,4/1/2018,Word563 Word366 Word562,NoDoc,Category_1
Word16 Word17 Word18 Word7,3202,"1,072.80",Word330 Word99 Word764 Word61,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,PN200,720,Word975 Word976 Word255,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word122 Word123 Word21 Word124 Word5,BLR20879,"2,720.00",Word60 Word99 Word764 Word780,8/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80Q+11,"2,842.30",Word977 Word784 Word978,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word179 Word180 Word181 Word182,NVTTM080118-DGE,"-44,473.31",Word979 Word836 Word980 Word45 Word981 Word808,8/31/2018,Word571 Word52 Word457 Word635 Word232,NoDoc,Category_1
Word183 Word184 Word132 Word185 Word5,PJGSWLWOZLIL040218-060118,687.5,Word982 Word983 Word984 Word834 Word808,7/31/2018,Word571 Word52 Word636 Word637 Word579,NoDoc,Category_1
Word16 Word17 Word18 Word7,4855,140.4,Word783 Word784 Word785,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word160 Word161 Word61 Word45 Word39,1199-1,120,Word61,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word186 Word4 Word5,9716,"55,500.00",Word315 Word985,7/31/2018,Word560 Word561 Word315 Word638,Doc1,Category_1
Word96 Word3 Word4 Word5,87021,"1,080.00",Word797 Word190,8/31/2018,Word563 Word132 Word610,NoDoc,Category_1
Word33 Word34 Word35 Word7,108644-1363,"6,079.32",Word562,10/31/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word16 Word17 Word18 Word7,LV1380,810,Word941,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,6683,640.8,Word885 Word784 Word785,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80Z+11,"1,296.00",Word61,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,DM1944,360,Word330 Word99 Word26,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,4871,741.6,Word924 Word784 Word785,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word89 Word44 Word5,66658337,"5,517.60",Word644,5/31/2018,Word563 Word608 Word609,NoDoc,Category_2
Word16 Word17 Word3 Word7,71602,216,Word562,8/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word187 Word188,FPK112018,"59,401.33",Word613 Word781 Word967 Word986 Word808,11/30/2018,Word571 Word52 Word572 Word573 Word574,NoDoc,Category_1
Word16 Word17 Word3 Word7,70527,630,Word987 Word490,5/31/2018,Word563 Word366 Word562,NoDoc,Category_2
Word8 Word9 Word10 Word11 Word5,4.80M+11,180,Word959 Word784 Word785,8/31/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word179 Word180 Word181 Word182,RXGAU09282018,"48,705.93",Word979 Word836 Word694 Word45 Word911 Word808,10/31/2018,Word571 Word52 Word572 Word573 Word574,NoDoc,Category_1
Word16 Word17 Word3 Word7,70789,60.02,Word988 Word989 Word990,6/30/2018,Word563 Word366 Word562,NoDoc,Category_2
Word189 Word190 Word191 Word7,5460043,"1,253.50",Word130 Word791,8/31/2018,Word560 Word561 Word593 Word578 Word65,Doc1,Category_1
Word192 Word193 Word194,1811462,"13,346.23",Word807 Word835 Word619 Word991,12/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word16 Word17 Word18 Word7,4137,"1,176.00",Word992 Word784 Word785,3/1/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word16 Word17 Word18 Word7,QG1305,"2,520.00",Word993 Word784 Word785,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word116 Word117 Word118 Word119 Word7,143196,308,Word51 Word794,7/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word16 Word17 Word3 Word7,71227,270.02,Word994 Word825 Word789 Word214,11/30/2018,Word563 Word366 Word562,NoDoc,Category_2
Word162 Word7,VRX04JGW18,"9,292.00",Word13,2/1/2018,Word567 Word582 Word107,Doc1,Category_1
Word195 Word5,QV137131,921.3,Word562,4/1/2018,Word563 Word366 Word56 Word4,NoDoc,Category_1
Word74 Word75 Word44 Word5,VKC00128,"269,111.58",Word840 Word841 Word842 Word843,10/1/2016,Word563 Word600 Word601 Word602,NoDoc,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,70431,"1,260.00",Word995 Word706 Word848 Word706,5/31/2018,Word563 Word366 Word562,NoDoc,Category_2
Word187 Word188,NXR112018,"59,401.33",Word613 Word781 Word967 Word986 Word808,11/30/2018,Word571 Word52 Word572 Word573 Word574,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,19036,253.74,Word575 Word996 Word997 Word20,10/31/2018,Word563 Word575,NoDoc,Category_2
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,70193,735,Word562,4/30/2018,Word563 Word366 Word562,NoDoc,Category_1
Word116 Word117 Word118 Word119 Word7,156710,576,Word998 Word132 Word999,11/30/2018,Word563 Word121 Word579,NoDoc,Category_1
Word104 Word105 Word4 Word5,WVW/20875,"1,170.00",Word864 Word105,3/1/2018,Word563 Word174,NoDoc,Category_1
Word16 Word17 Word3 Word7,71352,162.02,Word1000 Word1001,11/30/2018,Word563 Word366 Word562,NoDoc,Category_1
Word30 Word31,657533,448,Word935 Word26,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word3 Word7,71854,555,Word800 Word278,9/30/2018,Word563 Word366 Word562,NoDoc,Category_2
Word19 Word20 Word21 Word22 Word23 Word5,20032,872.27,Word575,11/30/2018,Word563 Word575,NoDoc,Category_2
Word196 Word197 Word198 Word4 Word7,401G121418ZUYKMXJ,"121,647.27",Word640 Word1002,12/31/2018,Word571 Word52 Word639 Word640 Word579,NoDoc,Category_1
Word90 Word91 Word92 Word7,106952,"10,647.50",Word204 Word1003 Word888,1/1/2018,Word567 Word582 Word580 Word202 Word545,Doc1,Category_1
Word16 Word17 Word18 Word7,3319,427.2,Word785 Word330 Word99 Word764 Word26,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3640,842.4,Word787 Word784 Word785,3/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word179 Word180 Word181 Word182,KGGSM080118,"44,473.31",Word330 Word1004 Word1005 Word980 Word45 Word981 Word808,8/31/2018,Word571 Word52 Word594 Word641,NoDoc,Category_1
Word16 Word17 Word18 Word7,YG536,800,Word785 Word330 Word99 Word26,6/30/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word16 Word17 Word18 Word7,3981,249.6,Word783 Word784 Word785,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word19 Word20 Word21 Word22 Word23 Word5,15301,863.4,Word575,7/31/2018,Word563 Word575,NoDoc,Category_2
Word42 Word43 Word5,8289,975,Word562,8/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word18 Word7,ML265,"3,780.00",Word1006 Word784 Word785,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80I+11,167.7,Word956 Word784 Word929,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word111 Word112 Word91 Word107 Word7,26980,"13,325.00",Word846 Word791 Word909 Word981 Word45 Word980,1/1/2018,Word567 Word582 Word107,Doc1,Category_1
Word199 Word200 Word201 Word202 Word7,IUB-0021716,660,Word1007 Word894 Word757 Word201,3/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word30 Word31,661930,96,Word60 Word99 Word780,6/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word203 Word204 Word4 Word31,HON002105,"5,200.00",Word1008 Word1009 Word1010,8/31/2018,Word567 Word582 Word41 Word319,Doc1,Category_1
Word16 Word17 Word3 Word7,71591,216,Word562,8/31/2018,Word563 Word366 Word562,NoDoc,Category_1
Word179 Word180 Word181 Word182,GTDUV080118-JBJ,"-44,473.31",Word979 Word836 Word980 Word45 Word981 Word808,8/31/2018,Word571 Word52 Word594 Word641,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80M+11,54,Word338 Word330 Word99,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word25 Word26,71318,320,Word9 Word785,9/30/2018,Word567 Word568 Word366 Word562,Doc1,Category_1
Word54 Word3 Word4,MSO49440,572,,1/1/2018,Word563 Word629 Word581 Word232,NoDoc,Category_1
Word205 Word206 Word207 Word39,19659,"2,733.03",Word681 Word1011,5/31/2018,Word571 Word52 Word372 Word579,NoDoc,Categry_6
Word44 Word45 Word46,201805-00053-CK0,"2,570,126.23",Word834 Word835 Word46,6/30/2018,Word560 Word561 Word642 Word643,Doc1,Category_1
Word113 Word114 Word115 Word7,140985,425,Word578 Word791,1/1/2018,Word560 Word561 Word315 Word577 Word642 Word644,Doc1,Category_1
Word85 Word86 Word87 Word5 Word88 Word16 Word17 Word3 Word7,60120A,"1,270.00",Word562,4/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
Word19 Word20 Word21 Word22 Word23 Word5,18844,107.49,Word868,10/31/2018,Word563 Word575,NoDoc,Category_2
Word24 Word22 Word4 Word5,22335,"4,780.00",Word562 Word1012,7/31/2018,Word567 Word582 Word366 Word562,Doc1,Category_1
Word116 Word117 Word118 Word119 Word7,146984,823.66,Word51 Word794 Word562,4/1/2018,Word563 Word580 Word581 Word232,NoDoc,Category_1
Word16 Word17 Word18 Word7,4953,630,Word1013,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80C+11,361.2,Word1014 Word784 Word929,4/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word76 Word77 Word5,52030308,"19,975.00",Word846 Word791,8/31/2018,Word52 Word330 Word566,NoDoc,Category_1
Word89 Word44 Word5,67108780,"4,290.00",Word644,10/31/2018,Word563 Word608 Word609,NoDoc,Category_2
Word80 Word3 Word4,B139774,"13,420.00",Word592 Word856 Word562,9/30/2018,Word563 Word645 Word562,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80O+11,150,Word60 Word99 Word780,5/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word208 Word209 Word155 Word7,K42936,"2,003.00",Word170 Word287 Word156 Word798,5/31/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word54 Word98 Word4 Word7,16333,575,Word804 Word805 Word1015 Word1016,2/1/2018,Word560 Word561 Word366 Word562,Doc1,Category_1
Word210 Word211 Word5,2209,"1,286.90",Word1017 Word190 Word562,8/31/2018,Word563 Word615 Word211,NoDoc,Category_2
Word212 Word213 Word214 Word125 Word119 Word39,74507,"3,357.50",Word1018 Word809,2/1/2018,Word613 Word99 Word614 Word366 Word562,Doc2,Category_1
Word137 Word138 Word7,CCEY4275,"1,680.00",Word1019 Word1020 Word905 Word794,12/1/2017,Word563 Word359,NoDoc,Category4
Word16 Word17 Word3 Word7,70526,525,Word987 Word490,5/31/2018,Word563 Word366 Word562,NoDoc,Category_2
Word38 Word4 Word39,41492296,"4,100.00",Word1021 Word1022 Word659,5/31/2018,Word563 Word121 Word579,NoDoc,Category_1
Word59 Word60 Word61 Word5,1266,66,Word941 Word785,11/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80F+11,60,Word783 Word784 Word568,10/31/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,3982,"1,329.60",Word783 Word784 Word785,4/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word8 Word9 Word10 Word11 Word5,4.80S+11,75,Word569,7/31/2018,Word567 Word568 Word569 Word570,Doc1,Category_1
Word16 Word17 Word18 Word7,2434,421.2,Word959 Word784 Word785,2/1/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word16 Word17 Word18 Word7,AL1288,"1,260.00",Word1023 Word784 Word785,9/30/2018,Word563 Word564 Word9 Word26,NoDoc,Category_1
Word44 Word45 Word46,201805-00053-LE0,"2,570,126.23",Word834 Word835 Word46,6/30/2018,Word567 Word582 Word250,Doc1,Category_1
Word16 Word17 Word3 Word7,70473,"1,050.00",Word562,5/31/2018,Word563 Word580 Word581 Word232,NoDoc,Category_2
